nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class 231->bobei
0.31,0.17,0.31,0.2,0.29,0.23,0.29,0.26,0.3,0.23,0.33,0.19,0.35,0.25,0.35,0.29,0.31,0.31,0.32,0.38,0.3,0.41,0.34,0.31,0.35,0.39,0,0,0.3,0.17,0.31,0.16,0.29,0.19,0,0,fall_down
0.32,0.2,0.32,0.23,0.31,0.25,0.32,0.31,0.33,0.29,0.34,0.23,0.36,0.28,0.37,0.33,0.32,0.33,0.32,0.39,0.31,0.41,0.34,0.33,0.36,0.39,0,0,0.32,0.2,0.32,0.19,0.31,0.2,0.33,0.19,fall_down
0.36,0.25,0.36,0.26,0.34,0.26,0.34,0.32,0.36,0.33,0.38,0.26,0.38,0.31,0.39,0.36,0.34,0.35,0.34,0.36,0.29,0.42,0.37,0.35,0.37,0.39,0,0,0.36,0.23,0.36,0.23,0.35,0.23,0.37,0.23,fall_down
0.37,0.25,0.37,0.26,0.35,0.26,0.34,0.31,0.37,0.33,0.38,0.28,0.4,0.32,0.39,0.36,0.35,0.33,0.33,0.36,0.29,0.41,0.37,0.35,0,0,0,0,0.37,0.23,0.37,0.23,0.36,0.23,0.38,0.23,fall_down
0.38,0.26,0.38,0.28,0.37,0.26,0.35,0.29,0.37,0.31,0.39,0.29,0.39,0.33,0.4,0.36,0.35,0.32,0.32,0.35,0.3,0.39,0.37,0.35,0,0,0,0,0.38,0.25,0.39,0.25,0.37,0.25,0.39,0.26,fall_down
0.39,0.28,0.38,0.29,0.38,0.28,0.37,0.28,0,0,0.39,0.31,0.4,0.33,0.4,0.35,0.35,0.32,0,0,0,0,0.36,0.33,0,0,0,0,0.4,0.26,0.4,0.28,0.39,0.26,0.4,0.29,fall_down
0.39,0.29,0.38,0.29,0.38,0.29,0.36,0.28,0,0,0.39,0.31,0.4,0.32,0.43,0.33,0.35,0.32,0,0,0,0,0,0,0,0,0,0,0.39,0.29,0,0,0.38,0.28,0.39,0.29,fall_down
0.38,0.28,0.38,0.31,0.37,0.29,0.35,0.28,0.37,0.29,0.39,0.32,0.4,0.32,0.43,0.33,0.35,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.28,0,0,0.39,0.29,fall_down
0.38,0.26,0.38,0.31,0.37,0.29,0.35,0.28,0.37,0.29,0.39,0.32,0.4,0.32,0.42,0.33,0.34,0.32,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0.38,0.26,0,0,0.39,0.28,fall_down
0.38,0.26,0.38,0.29,0.37,0.28,0.35,0.28,0.35,0.29,0.39,0.31,0.4,0.32,0.41,0.33,0.35,0.32,0.32,0.33,0.3,0.39,0.35,0.33,0,0,0,0,0,0,0.38,0.26,0,0,0.39,0.28,fall_down
0.38,0.26,0.37,0.28,0.36,0.26,0.35,0.28,0.35,0.29,0.39,0.31,0.4,0.32,0.4,0.33,0.35,0.32,0.33,0.33,0.31,0.41,0.35,0.33,0.34,0.35,0,0,0.38,0.25,0.38,0.25,0.38,0.25,0.39,0.26,fall_down
0.38,0.26,0.37,0.28,0.36,0.26,0.34,0.28,0.34,0.28,0.39,0.29,0.4,0.33,0.4,0.35,0.34,0.32,0.32,0.33,0.29,0.39,0.35,0.33,0.33,0.35,0.31,0.41,0.38,0.25,0.38,0.25,0.37,0.25,0.39,0.26,fall_down
0.38,0.25,0.37,0.28,0.36,0.26,0.34,0.26,0.33,0.28,0.39,0.29,0.4,0.32,0.4,0.35,0.34,0.32,0.32,0.35,0.29,0.39,0.35,0.35,0.32,0.36,0.31,0.41,0.38,0.25,0.38,0.25,0.37,0.25,0.39,0.26,fall_down
0.38,0.25,0.37,0.28,0.36,0.26,0.34,0.26,0.32,0.28,0.39,0.29,0.4,0.32,0.4,0.35,0.34,0.32,0.31,0.35,0.28,0.41,0.35,0.33,0.32,0.38,0.31,0.42,0.38,0.25,0.38,0.25,0.37,0.25,0.39,0.26,fall_down
0.38,0.25,0.37,0.28,0.36,0.26,0.34,0.26,0.32,0.28,0.39,0.29,0.4,0.32,0.4,0.35,0.34,0.32,0.31,0.35,0.28,0.41,0.35,0.35,0.32,0.38,0.31,0.42,0.38,0.25,0.38,0.25,0.37,0.23,0.39,0.26,fall_down
0.38,0.25,0.37,0.28,0.36,0.25,0.34,0.26,0.32,0.29,0.39,0.29,0.4,0.32,0.4,0.35,0.34,0.32,0.31,0.35,0.28,0.41,0.35,0.35,0.33,0.38,0.31,0.42,0.38,0.25,0.38,0.25,0.37,0.23,0.38,0.25,fall_down
0.36,0.26,0.35,0.26,0.34,0.25,0.32,0.28,0.31,0.29,0.38,0.28,0.39,0.31,0.4,0.35,0.33,0.32,0.31,0.32,0.29,0.38,0.35,0.35,0.34,0.38,0.31,0.42,0.35,0.25,0.36,0.25,0.35,0.25,0.37,0.25,fall_down
0.35,0.26,0.35,0.26,0.34,0.26,0.32,0.29,0.31,0.32,0.37,0.28,0.38,0.31,0.38,0.35,0.33,0.33,0.31,0.33,0.32,0.39,0.35,0.35,0.34,0.36,0,0,0.35,0.26,0.35,0.26,0.34,0.25,0.36,0.26,fall_down
0.35,0.28,0.35,0.28,0.33,0.26,0.31,0.31,0.31,0.35,0.37,0.26,0.38,0.31,0.38,0.35,0.33,0.33,0.34,0.36,0.31,0.41,0.35,0.35,0.35,0.36,0,0,0.35,0.26,0.35,0.26,0.34,0.26,0.36,0.26,fall_down
0.35,0.28,0.35,0.28,0.33,0.26,0.32,0.31,0.32,0.35,0.37,0.28,0.38,0.32,0.38,0.35,0.33,0.33,0,0,0,0,0.35,0.35,0.35,0.38,0,0,0.34,0.26,0.35,0.26,0.34,0.26,0.35,0.26,fall_down
0.35,0.28,0.35,0.26,0.33,0.26,0.32,0.31,0.32,0.35,0.37,0.26,0.38,0.32,0.38,0.35,0.32,0.33,0.3,0.35,0.32,0.41,0.34,0.33,0.34,0.35,0,0,0.35,0.26,0.35,0.26,0.34,0.25,0.36,0.26,fall_down
0.35,0.28,0.35,0.26,0.34,0.25,0.32,0.29,0.31,0.33,0.37,0.28,0.38,0.32,0.38,0.36,0.32,0.32,0.34,0.33,0.32,0.41,0.34,0.33,0.34,0.33,0.32,0.41,0.35,0.26,0.36,0.26,0.35,0.25,0.36,0.26,fall_down
0.35,0.28,0.35,0.28,0.33,0.25,0.31,0.29,0.29,0.33,0.36,0.29,0.37,0.32,0.38,0.36,0.31,0.33,0.29,0.38,0,0,0.32,0.33,0.34,0.35,0.33,0.39,0.35,0.26,0,0,0.35,0.25,0,0,fall_down
0.35,0.28,0.34,0.28,0.32,0.26,0.3,0.31,0.28,0.35,0.36,0.29,0.37,0.32,0.38,0.35,0.31,0.33,0.29,0.39,0,0,0.32,0.35,0.33,0.35,0.33,0.39,0.35,0.26,0.35,0.28,0.34,0.26,0.36,0.28,fall_down
0.34,0.28,0.34,0.28,0.32,0.28,0.29,0.32,0.28,0.38,0.35,0.29,0.37,0.32,0.38,0.35,0.3,0.35,0.32,0.35,0,0,0.32,0.35,0.33,0.35,0.34,0.39,0.34,0.28,0.35,0.28,0.34,0.26,0.35,0.26,fall_down
0.33,0.26,0.32,0.26,0.31,0.26,0.29,0.32,0.29,0.38,0.34,0.26,0.36,0.29,0.37,0.33,0.31,0.32,0.31,0.36,0.31,0.39,0.32,0.32,0.33,0.35,0.34,0.39,0.32,0.26,0,0,0.32,0.25,0,0,fall_down
0.33,0.26,0.32,0.26,0.31,0.26,0.29,0.32,0.29,0.38,0.34,0.26,0.36,0.29,0.37,0.33,0.31,0.32,0.31,0.35,0.31,0.39,0.32,0.32,0.33,0.35,0.33,0.39,0.33,0.26,0,0,0.32,0.25,0,0,fall_down
0.32,0.25,0.32,0.25,0.3,0.25,0.29,0.31,0.29,0.36,0.34,0.23,0.35,0.28,0.36,0.32,0.3,0.31,0.31,0.36,0.31,0.39,0.32,0.31,0.33,0.35,0.33,0.39,0.32,0.23,0.32,0.23,0.31,0.23,0.33,0.23,fall_down
0.23,0.09,0.24,0.1,0.23,0.12,0.22,0.16,0.21,0.2,0.26,0.1,0.27,0.15,0.27,0.19,0.24,0.19,0.23,0.26,0.23,0.29,0.26,0.19,0.25,0.26,0.24,0.31,0.23,0.07,0.23,0.07,0.23,0.07,0.24,0.07,fall_down
0.27,0.15,0.28,0.17,0.26,0.17,0.24,0.2,0.23,0.23,0.29,0.17,0.31,0.22,0.31,0.26,0.26,0.25,0.24,0.26,0,0,0.28,0.26,0.27,0.29,0,0,0.27,0.15,0.27,0.15,0.27,0.15,0.28,0.15,fall_down
0.3,0.17,0.3,0.2,0.29,0.19,0.27,0.2,0.25,0.22,0.32,0.2,0.32,0.25,0.32,0.28,0.28,0.25,0.26,0.26,0,0,0.3,0.28,0,0,0,0,0.3,0.16,0.31,0.17,0.3,0.17,0.31,0.17,fall_down
0.32,0.19,0.32,0.2,0.31,0.19,0.3,0.2,0.29,0.22,0.34,0.23,0.33,0.26,0.32,0.28,0.3,0.25,0,0,0,0,0.31,0.26,0,0,0,0,0,0,0.33,0.19,0.33,0.19,0.34,0.19,fall_down
0.34,0.2,0.34,0.23,0.33,0.22,0.32,0.2,0,0,0.34,0.25,0.32,0.28,0.32,0.28,0.31,0.25,0,0,0,0,0.31,0.28,0,0,0,0,0,0,0.35,0.2,0,0,0.35,0.22,fall_down
0.35,0.2,0.34,0.22,0.34,0.2,0.32,0.2,0,0,0.35,0.23,0.33,0.26,0.32,0.28,0.32,0.23,0,0,0,0,0.32,0.25,0,0,0,0,0.35,0.19,0.35,0.2,0.35,0.19,0.35,0.2,fall_down
0.34,0.19,0.34,0.2,0.33,0.19,0.31,0.2,0.31,0.22,0.35,0.23,0.34,0.26,0.32,0.28,0.32,0.23,0.3,0.25,0,0,0.32,0.25,0,0,0,0,0,0,0.34,0.19,0,0,0.35,0.2,fall_down
0.34,0.19,0.33,0.19,0.32,0.19,0.31,0.19,0.29,0.22,0.34,0.22,0.34,0.25,0.32,0.28,0.31,0.23,0,0,0,0,0.31,0.25,0,0,0,0,0.34,0.17,0.34,0.19,0.34,0.17,0.34,0.19,fall_down
0.32,0.19,0.33,0.19,0.32,0.19,0.3,0.19,0.27,0.2,0.34,0.2,0.34,0.25,0.32,0.28,0.31,0.23,0,0,0,0,0.31,0.25,0.29,0.26,0,0,0,0,0.33,0.17,0.33,0.17,0.34,0.17,fall_down
0.32,0.19,0.32,0.19,0.31,0.19,0.3,0.19,0.27,0.2,0.34,0.2,0.34,0.25,0.32,0.28,0.3,0.23,0.27,0.23,0.25,0.28,0.31,0.25,0.28,0.25,0,0,0,0,0.32,0.17,0,0,0.33,0.17,fall_down
0.32,0.19,0.32,0.19,0.31,0.19,0.3,0.19,0.27,0.2,0.34,0.2,0.34,0.25,0.32,0.28,0.3,0.23,0.27,0.23,0.25,0.28,0.31,0.25,0.28,0.25,0,0,0.32,0.17,0.32,0.17,0.32,0.17,0.33,0.17,fall_down
0.31,0.19,0.31,0.19,0.31,0.19,0.29,0.19,0.26,0.19,0.32,0.2,0.33,0.23,0.32,0.28,0.3,0.25,0.27,0.22,0.26,0.28,0.31,0.26,0.28,0.26,0,0,0,0,0.31,0.17,0,0,0.32,0.17,fall_down
0.28,0.2,0.29,0.2,0.29,0.2,0.26,0.2,0.25,0.23,0.31,0.2,0.32,0.23,0.32,0.28,0.3,0.25,0,0,0,0,0.31,0.25,0,0,0,0,0,0,0.28,0.19,0,0,0.29,0.19,fall_down
0.28,0.2,0.29,0.2,0.27,0.19,0.26,0.2,0.25,0.23,0.3,0.19,0.31,0.22,0.32,0.28,0.29,0.25,0.27,0.23,0.28,0.28,0.31,0.25,0,0,0,0,0,0,0.28,0.19,0,0,0.29,0.19,fall_down
0.29,0.2,0.29,0.19,0.27,0.19,0.26,0.2,0.25,0.23,0.3,0.19,0.31,0.23,0.32,0.28,0.28,0.23,0.27,0.23,0.26,0.29,0.3,0.25,0,0,0,0,0.29,0.2,0.29,0.19,0.28,0.19,0.29,0.19,fall_down
0.29,0.2,0.28,0.19,0.27,0.19,0.26,0.2,0.24,0.23,0.3,0.19,0.31,0.23,0.32,0.28,0.27,0.23,0.26,0.23,0.27,0.28,0.29,0.25,0,0,0,0,0.29,0.19,0.29,0.19,0.28,0.19,0.29,0.17,fall_down
0.27,0.19,0.28,0.2,0.27,0.19,0.25,0.19,0.23,0.22,0.29,0.2,0.31,0.23,0.32,0.28,0.27,0.25,0.26,0.25,0.27,0.28,0.29,0.23,0,0,0,0,0,0,0.27,0.19,0,0,0.28,0.19,fall_down
0.26,0.2,0.27,0.19,0.26,0.19,0.24,0.2,0.22,0.25,0.28,0.19,0.29,0.22,0.31,0.26,0.26,0.25,0.25,0.25,0.27,0.28,0.28,0.23,0.26,0.25,0.27,0.28,0,0,0.26,0.19,0,0,0.27,0.17,fall_down
0.25,0.17,0.26,0.17,0.24,0.17,0.23,0.2,0.23,0.25,0.27,0.17,0.29,0.2,0.3,0.25,0.26,0.23,0.24,0.26,0.27,0.28,0.27,0.22,0.26,0.25,0.27,0.28,0,0,0.25,0.17,0,0,0.26,0.16,fall_down
0.23,0.16,0.24,0.16,0.23,0.16,0.23,0.2,0.23,0.23,0.26,0.15,0.27,0.19,0.27,0.23,0.26,0.2,0.24,0.25,0.27,0.29,0.27,0.2,0.26,0.25,0.27,0.28,0,0,0.23,0.15,0,0,0.24,0.13,fall_down
0.21,0.12,0.23,0.12,0.21,0.13,0.21,0.16,0.21,0.2,0.23,0.12,0.24,0.17,0.24,0.2,0.24,0.17,0.23,0.23,0.25,0.28,0.25,0.17,0.26,0.23,0.27,0.28,0,0,0.21,0.1,0,0,0.21,0.1,fall_down
0.2,0.1,0.21,0.12,0.21,0.12,0.21,0.16,0.21,0.19,0.22,0.1,0.23,0.16,0.22,0.2,0.23,0.19,0.23,0.23,0.23,0.29,0.24,0.17,0.26,0.23,0.27,0.28,0,0,0.2,0.09,0,0,0.21,0.09,fall_down
0.19,0.09,0.21,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.22,0.19,0.22,0.28,0,0,0.23,0.17,0.25,0.23,0.27,0.28,0,0,0,0,0,0,0,0,fall_down
0.18,0.09,0.2,0.1,0.2,0.09,0,0,0,0,0.2,0.1,0.21,0.16,0.2,0.19,0.23,0.17,0.22,0.25,0.23,0.31,0.22,0.19,0.23,0.25,0.26,0.28,0,0,0.18,0.07,0,0,0.19,0.07,fall_down
0.29,0.1,0.27,0.12,0.27,0.12,0.26,0.17,0.27,0.22,0.29,0.12,0.31,0.15,0.33,0.16,0.26,0.19,0.27,0.25,0.27,0.29,0.27,0.2,0.27,0.25,0.27,0.29,0.29,0.09,0.29,0.09,0.28,0.09,0,0,fall_down
0.3,0.12,0.28,0.13,0.27,0.13,0.27,0.17,0.28,0.22,0.3,0.13,0.32,0.15,0.34,0.17,0.26,0.19,0.27,0.25,0.29,0.31,0.27,0.19,0.27,0.25,0.27,0.29,0.3,0.1,0,0,0.29,0.1,0,0,fall_down
0.31,0.15,0.29,0.15,0,0,0,0,0,0,0.3,0.15,0.33,0.17,0.35,0.2,0.27,0.2,0.29,0.25,0.31,0.31,0.27,0.2,0.29,0.25,0.27,0.28,0,0,0,0,0,0,0,0,fall_down
0.34,0.2,0.32,0.2,0.32,0.2,0.32,0.26,0.35,0.31,0.32,0.2,0.35,0.23,0.37,0.26,0.29,0.25,0.31,0.28,0.31,0.32,0.29,0.25,0.31,0.26,0.31,0.31,0.34,0.19,0,0,0.33,0.19,0,0,fall_down
0.36,0.23,0.34,0.23,0.34,0.23,0.34,0.29,0.37,0.33,0,0,0,0,0,0,0.31,0.26,0.32,0.29,0.31,0.32,0.31,0.26,0.32,0.29,0,0,0.36,0.22,0,0,0.35,0.22,0,0,fall_down
0.4,0.29,0.38,0.28,0.38,0.28,0.36,0.32,0.38,0.36,0,0,0,0,0,0,0.37,0.33,0,0,0,0,0.36,0.32,0,0,0,0,0.4,0.28,0,0,0.4,0.26,0,0,fall_down
0.42,0.31,0.4,0.29,0.4,0.29,0.37,0.32,0.38,0.36,0.41,0.29,0,0,0,0,0.37,0.32,0,0,0,0,0,0,0,0,0,0,0.42,0.29,0,0,0.42,0.28,0,0,fall_down
0.43,0.32,0.42,0.31,0.42,0.31,0,0,0,0,0,0,0,0,0,0,0.4,0.32,0,0,0,0,0,0,0,0,0,0,0.43,0.31,0,0,0.43,0.29,0,0,fall_down
0.45,0.33,0.43,0.32,0.42,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.33,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0.46,0.35,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.38,0.32,0.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0.44,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.38,0.32,0.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.38,0.32,0.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.41,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.41,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.41,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.4,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.33,0.39,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0.39,0.32,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.33,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.45,0.32,0,0,fall_down
0.45,0.35,0.43,0.33,0.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,0,0,0.44,0.32,0,0,fall_down
